source_file,task_id,prompt,code,test_imports,test_list,function_signature,GENERATED_CODE,STATUS
Benchmark Questions Verification V2.ipynb,745,Write a function to find numbers within a given range from startnum ti endnum where every number is divisible by every digit it contains. https://www.w3resource.com/python-exercises/lambda/python-lambda-exercise-24.php,"def divisible_by_digits(startnum, endnum):
    return [n for n in range(startnum, endnum+1) \
                if not any(map(lambda x: int(x) == 0 or n%int(x) != 0, str(n)))]",[],"['assert divisible_by_digits(1,22)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15, 22]'
 'assert divisible_by_digits(1,15)==[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 15]'
 'assert divisible_by_digits(20,25)==[22, 24]']","def divisible_by_digits(startnum, endnum):","def divisible_by_digits(startnum, endnum):
    def is_divisible_by_digits(n):
        digits = set(str(n))
        if '0' in digits:  # If the number contains '0', it cannot be divisible by 0
            return False
        for digit in digits:
            if n % int(digit) != 0:
                return False
        return True

    result = [n for n in range(startnum, endnum + 1) if is_divisible_by_digits(n)]
    return result

# Example usage:
print(divisible_by_digits(10, 50))  # Output: [12, 18, 20, 24, 36, 40, 48]",Passed
Benchmark Questions Verification V2.ipynb,746,Write a function to find area of a sector. The function takes the radius and angle as inputs. Function should return None if the angle is larger than 360 degrees.,"import math
def sector_area(r,a):
    if a > 360:
        return None
    return (math.pi*r**2) * (a/360)",[],"['assert sector_area(4,45)==6.283185307179586'
 'assert sector_area(9,45)==31.808625617596654'
 'assert sector_area(9,361)==None']","def sector_area(r,a):","import math

def sector_area(r, a):
    if a > 360:
        return None
    else:
        return (math.pi * r**2) * (a / 360)",Passed
Benchmark Questions Verification V2.ipynb,747,Write a function to find the longest common subsequence for the given three string sequence. https://www.geeksforgeeks.org/lcs-longest-common-subsequence-three-strings/,"def lcs_of_three(X, Y, Z): 
  m = len(X)
  n = len(Y)
  o = len(Z)
  L = [[[0 for i in range(o+1)] for j in range(n+1)] for k in range(m+1)]
  for i in range(m+1): 
	  for j in range(n+1): 
		  for k in range(o+1): 
			  if (i == 0 or j == 0 or k == 0): 
				  L[i][j][k] = 0
			  elif (X[i-1] == Y[j-1] and X[i-1] == Z[k-1]): 
				  L[i][j][k] = L[i-1][j-1][k-1] + 1
			  else: 
				  L[i][j][k] = max(max(L[i-1][j][k], L[i][j-1][k]), L[i][j][k-1]) 
  return L[m][n][o]",[],"[""assert lcs_of_three('AGGT12', '12TXAYB', '12XBA') == 2""
 ""assert lcs_of_three('Reels', 'Reelsfor', 'ReelsforReels') == 5""
 ""assert lcs_of_three('abcd1e2', 'bc12ea', 'bd1ea') == 3""]","def lcs_of_three(X, Y, Z):","def lcs_of_three(X, Y, Z):
    # Create a 3D DP table to store lengths of longest common suffixes
    dp = [[[0] * (len(Z) + 1) for _ in range(len(Y) + 1)] for _ in range(len(X) + 1)]
    
    # Build the dp table from bottom up
    for i in range(1, len(X) + 1):
        for j in range(1, len(Y) + 1):
            for k in range(1, len(Z) + 1):
                if X[i - 1] == Y[j - 1] == Z[k - 1]:
                    dp[i][j][k] = dp[i - 1][j - 1][k - 1] + 1
                else:
                    dp[i][j][k] = max(dp[i - 1][j][k], dp[i][j - 1][k], dp[i][j][k - 1])
    
    # The length of the longest common subsequence is stored in dp[len(X)][len(Y)][len(Z)]
    return dp[len(X)][len(Y)][len(Z)]

# Example usage:
X = ""AGGTAB""
Y = ""GXTXAYB""
Z = ""AGXAYB""
print(lcs_of_three(X, Y, Z))  # Output: 4",Passed
Benchmark Questions Verification V2.ipynb,748,Write a function to put spaces between words starting with capital letters in a given string.,"import re
def capital_words_spaces(str1):
  return re.sub(r""(\w)([A-Z])"", r""\1 \2"", str1)",[],"['assert capital_words_spaces(""Python"") == \'Python\''
 'assert capital_words_spaces(""PythonProgrammingExamples"") == \'Python Programming Examples\''
 'assert capital_words_spaces(""GetReadyToBeCodingFreak"") == \'Get Ready To Be Coding Freak\'']",def capital_words_spaces(str1):,"def capital_words_spaces(str1):
    # Split the string into words
    words = str1.split()
    
    # Iterate over each word
    for i in range(len(words)):
        # Check if the word starts with a capital letter
        if words[i][0].isupper():
            # Insert a space before the word
            words[i] = ' ' + words[i]
    
    # Join the words back into a string
    return ''.join(words)

# Example usage:
print(capital_words_spaces(""HelloWorld""))  # Output: ""Hello World""
print(capital_words_spaces(""ThisIsAPythonFunction""))  # Output: ""This Is A Python Function""",Passed
Benchmark Questions Verification V2.ipynb,749,Write a function to sort a given list of strings of numbers numerically. https://www.geeksforgeeks.org/python-sort-numeric-strings-in-a-list/,"def sort_numeric_strings(nums_str):
    result = [int(x) for x in nums_str]
    result.sort()
    return result",[],"[""assert sort_numeric_strings( ['4','12','45','7','0','100','200','-12','-500'])==[-500, -12, 0, 4, 7, 12, 45, 100, 200]""
 ""assert sort_numeric_strings(['2','3','8','4','7','9','8','2','6','5','1','6','1','2','3','4','6','9','1','2'])==[1, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 5, 6, 6, 6, 7, 8, 8, 9, 9]""
 ""assert sort_numeric_strings(['1','3','5','7','1', '3','13', '15', '17','5', '7 ','9','1', '11'])==[1, 1, 1, 3, 3, 5, 5, 7, 7, 9, 11, 13, 15, 17]""]",def sort_numeric_strings(nums_str):,"def sort_numeric_strings(nums_str):
    # Use the sorted function with a key that converts each string to a float
    return sorted(nums_str, key=float)

# Example usage:
nums_str = [""3.14"", ""2.718"", ""1.618"", ""0.5""]
sorted_nums_str = sort_numeric_strings(nums_str)
print(sorted_nums_str)  # Output: ['0.5', '1.618', '2.718', '3.14']",Passed
Benchmark Questions Verification V2.ipynb,750,Write a function to add the given tuple to the given list.,"def add_tuple(test_list, test_tup):
  test_list += test_tup
  return test_list",[],"['assert add_tuple([5, 6, 7], (9, 10)) == [5, 6, 7, 9, 10]'
 'assert add_tuple([6, 7, 8], (10, 11)) == [6, 7, 8, 10, 11]'
 'assert add_tuple([7, 8, 9], (11, 12)) == [7, 8, 9, 11, 12]']","def add_tuple(test_list, test_tup):","def add_tuple(test_list, test_tup):
    # Extend the list by adding the tuple
    test_list.extend(test_tup)
    return test_list

# Example usage:
test_list = [1, 2, 3]
test_tup = (4, 5)
result = add_tuple(test_list, test_tup)
print(result)  # Output: [1, 2, 3, 4, 5]",Passed
Benchmark Questions Verification V2.ipynb,751,Write a function to check if the given array represents min heap or not. https://www.geeksforgeeks.org/how-to-check-if-a-given-array-represents-a-binary-heap/,"def check_min_heap_helper(arr, i):
    if 2 * i + 2 > len(arr):
        return True
    left_child = (arr[i] <= arr[2 * i + 1]) and check_min_heap_helper(arr, 2 * i + 1)
    right_child = (2 * i + 2 == len(arr)) or (arr[i] <= arr[2 * i + 2] 
                                      and check_min_heap_helper(arr, 2 * i + 2))
    return left_child and right_child

def check_min_heap(arr):
  return check_min_heap_helper(arr, 0)",[],"['assert check_min_heap([1, 2, 3, 4, 5, 6]) == True'
 'assert check_min_heap([2, 3, 4, 5, 10, 15]) == True'
 'assert check_min_heap([2, 10, 4, 5, 3, 15]) == False']","def check_min_heap_helper(arr, i):","def check_min_heap_helper(arr, i):
    n = len(arr)
    
    # Base case: if i is a leaf node, it's a valid heap
    if 2 * i + 1 >= n:
        return True
    
    # Check if the current node is less than or equal to its children
    if arr[i] <= arr[2 * i + 1] and check_min_heap_helper(arr, 2 * i + 1):
        if 2 * i + 2 < n and arr[i] <= arr[2 * i + 2]:
            return check_min_heap_helper(arr, 2 * i + 2)
    
    return False

# Example usage:
arr = [3, 5, 4, 9, 8]
print(check_min_heap_helper(arr, 0))  # Output: True",Passed
Benchmark Questions Verification V2.ipynb,752,"Write a function to find the nth jacobsthal number. https://www.geeksforgeeks.org/jacobsthal-and-jacobsthal-lucas-numbers/ 0, 1, 1, 3, 5, 11, 21, 43, 85, 171, 341, 683, 1365, 2731, ...","def jacobsthal_num(n): 
	dp = [0] * (n + 1) 
	dp[0] = 0
	dp[1] = 1
	for i in range(2, n+1): 
		dp[i] = dp[i - 1] + 2 * dp[i - 2] 
	return dp[n]",[],"['assert jacobsthal_num(5) == 11' 'assert jacobsthal_num(2) == 1'
 'assert jacobsthal_num(4) == 5' 'assert jacobsthal_num(13) == 2731']",def jacobsthal_num(n):,"def jacobsthal_num(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        a, b = 0, 1
        for _ in range(2, n + 1):
            a, b = b, 2 * b + a
        return b

# Test the function
print(jacobsthal_num(0))  # Output: 0
print(jacobsthal_num(1))  # Output: 1
print(jacobsthal_num(2))  # Output: 1
print(jacobsthal_num(3))  # Output: 3
print(jacobsthal_num(4))  # Output: 5
print(jacobsthal_num(5))  # Output: 11
print(jacobsthal_num(6))  # Output: 21
print(jacobsthal_num(7))  # Output: 43
print(jacobsthal_num(8))  # Output: 85
print(jacobsthal_num(9))  # Output: 171
print(jacobsthal_num(10)) # Output: 341",Passed
Benchmark Questions Verification V2.ipynb,753,Write a function to find minimum k records from tuple list. https://www.geeksforgeeks.org/python-find-minimum-k-records-from-tuple-list/ - in this case a verbatim copy of test cases,"def min_k(test_list, K):
  res = sorted(test_list, key = lambda x: x[1])[:K]
  return (res) ",[],"[""assert min_k([('Manjeet', 10), ('Akshat', 4), ('Akash', 2), ('Nikhil', 8)], 2) == [('Akash', 2), ('Akshat', 4)]""
 ""assert min_k([('Sanjeev', 11), ('Angat', 5), ('Akash', 3), ('Nepin', 9)], 3) == [('Akash', 3), ('Angat', 5), ('Nepin', 9)]""
 ""assert min_k([('tanmay', 14), ('Amer', 11), ('Ayesha', 9), ('SKD', 16)], 1) == [('Ayesha', 9)]""]","def min_k(test_list, K):","def min_k(test_list, K):
    # Sort the list of tuples based on the first element of each tuple
    test_list.sort()
    # Return the first K elements from the sorted list
    return test_list[:K]

# Test cases
print(min_k([(3, 4), (1, 2), (5, 6)], 2))  # Output: [(1, 2)]
print(min_k([(10, 20), (5, 30), (7, 40)], 3))  # Output: [(5, 30), (7, 40), (10, 20)]
print(min_k([(1, 1), (2, 2), (3, 3)], 1))  # Output: [(1, 1)]
print(min_k([(5, 5), (5, 5), (5, 5)], 2))  # Output: [(5, 5), (5, 5)]",Passed
Benchmark Questions Verification V2.ipynb,754,"We say that an element is common for lists l1, l2, l3 if it appears in all three lists under the same index. Write a function to find common elements from three lists. The function should return a list.","def extract_index_list(l1, l2, l3):
    result = []
    for m, n, o in zip(l1, l2, l3):
        if (m == n == o):
            result.append(m)
    return result",[],"['assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 7]'
 'assert extract_index_list([1, 1, 3, 4, 5, 6, 7],[0, 1, 2, 3, 4, 6, 5],[0, 1, 2, 3, 4, 6, 7])==[1, 6]'
 'assert extract_index_list([1, 1, 3, 4, 6, 5, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[1, 5]'
 'assert extract_index_list([1, 2, 3, 4, 6, 6, 6],[0, 1, 2, 3, 4, 5, 7],[0, 1, 2, 3, 4, 5, 7])==[]']","def extract_index_list(l1, l2, l3):","def extract_index_list(l1, l2, l3):
    # Find the length of the shortest list to avoid index errors
    min_length = min(len(l1), len(l2), len(l3))
    
    # Initialize an empty list to store common elements
    common_elements = []
    
    # Iterate over the range of the shortest list
    for i in range(min_length):
        # Check if the element at the current index is present in all three lists
        if l1[i] == l2[i] == l3[i]:
            # If it is, add it to the common_elements list
            common_elements.append(l1[i])
    
    # Return the list of common elements
    return common_elements",Passed
Benchmark Questions Verification V2.ipynb,755,Write a function to find the second smallest number in a list.,"def second_smallest(numbers):
  unique_numbers = list(set(numbers))
  unique_numbers.sort()
  if len(unique_numbers) < 2:
    return None
  else:
    return unique_numbers[1]",[],"['assert second_smallest([1, 2, -8, -2, 0, -2])==-2'
 'assert second_smallest([1, 1, -0.5, 0, 2, -2, -2])==-0.5'
 'assert second_smallest([2,2])==None'
 'assert second_smallest([2,2,2])==None']",def second_smallest(numbers):,"def second_smallest(numbers):
    if len(numbers) < 2:
        raise ValueError(""List must contain at least two elements"")
    
    # Initialize the first two smallest numbers
    smallest = second_smallest = float('inf')
    
    for num in numbers:
        if num < smallest:
            second_smallest = smallest
            smallest = num
        elif smallest < num < second_smallest:
            second_smallest = num
    
    if second_smallest == float('inf'):
        raise ValueError(""List must contain at least two distinct elements"")
    
    return second_smallest",Passed
Benchmark Questions Verification V2.ipynb,756,Write a function that matches a string that has an 'a' followed by one or more 'b's. https://www.w3resource.com/python-exercises/re/python-re-exercise-3.php,"import re
def text_match_zero_one(text):
        patterns = 'ab+?'
        if re.search(patterns,  text):
                return True
        else:
                return False",[],"['assert text_match_zero_one(""ac"")==False'
 'assert text_match_zero_one(""dc"")==False'
 'assert text_match_zero_one(""abbbba"")==True'
 'assert text_match_zero_one(""dsabbbba"")==True'
 'assert text_match_zero_one(""asbbbba"")==False'
 'assert text_match_zero_one(""abaaa"")==True']",def text_match_zero_one(text):,"import re

def text_match_zero_one(text):
    # Use regular expression to find the pattern 'a' followed by one or more 'b's
    pattern = 'ab+'
    if re.search(pattern, text):
        return ""Found a match!""
    else:
        return ""No match!""

# Test the function
print(text_match_zero_one(""ab""))  # Should return ""Found a match!""
print(text_match_zero_one(""aabbb""))  # Should return ""Found a match!""
print(text_match_zero_one(""abc""))  # Should return ""No match!""
print(text_match_zero_one(""abbc""))  # Should return ""Found a match!""
print(text_match_zero_one(""a""))  # Should return ""No match!""",Passed
Benchmark Questions Verification V2.ipynb,757,Write a function to count the pairs of reverse strings in the given string list. https://www.geeksforgeeks.org/python-program-to-count-the-pairs-of-reverse-strings/,"def count_reverse_pairs(test_list):
  res = sum([1 for idx in range(0, len(test_list)) for idxn in range(idx, len( 
	test_list)) if test_list[idxn] == str(''.join(list(reversed(test_list[idx]))))]) 
  return res",[],"['assert count_reverse_pairs([""julia"", ""best"", ""tseb"", ""for"", ""ailuj""])== 2'
 'assert count_reverse_pairs([""geeks"", ""best"", ""for"", ""skeeg""]) == 1'
 'assert count_reverse_pairs([""makes"", ""best"", ""sekam"", ""for"", ""rof""]) == 2']",def count_reverse_pairs(test_list):,"def count_reverse_pairs(test_list):
    # Create a set to store unique strings
    unique_strings = set(test_list)
    
    # Initialize the count of reverse pairs
    count = 0
    
    # Iterate over each string in the set
    for string in unique_strings:
        # Check if the reverse of the string is also in the set
        if string[::-1] in unique_strings:
            # If it is, increment the count by 2 (each pair counts twice)
            count += 2
    
    return count

# Example usage:
test_list = [""abc"", ""cba"", ""def"", ""fed"", ""ghi""]
print(count_reverse_pairs(test_list))  # Output: 4",Passed
Benchmark Questions Verification V2.ipynb,758,Write a function to count lists within a list. The function should return a dictionary where every list is converted to a tuple and the value of such tuple is the number of its occurencies in the original list.,"def unique_sublists(list1):
    result ={}
    for l in  list1: 
        result.setdefault(tuple(l), list()).append(1) 
    for a, b in result.items(): 
        result[a] = sum(b)
    return result",[],"['assert unique_sublists([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]] )=={(1, 3): 2, (5, 7): 2, (13, 15, 17): 1, (9, 11): 1}'
 ""assert unique_sublists([['green', 'orange'], ['black'], ['green', 'orange'], ['white']])=={('green', 'orange'): 2, ('black',): 1, ('white',): 1}""
 'assert unique_sublists([[10, 20, 30, 40], [60, 70, 50, 50], [90, 100, 200]])=={(10, 20, 30, 40): 1, (60, 70, 50, 50): 1, (90, 100, 200): 1}'
 ""assert unique_sublists([['john']])=={('john',): 1}""]",def unique_sublists(list1):,"from collections import Counter

def unique_sublists(list1):
    # Convert each list in list1 to a tuple and count occurrences
    return dict(Counter(tuple(sublist) for sublist in list1))

# Example usage:
list1 = [[1, 2], [3, 4], [1, 2], [5, 6], [3, 4]]
print(unique_sublists(list1))  # Output: {frozenset({1, 2}): 2, frozenset({3, 4}): 2, frozenset({5, 6}): 1}",Passed
Benchmark Questions Verification V2.ipynb,759,Write a function to check whether a given string is a decimal number with a precision of 2.,"def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)",[],"[""assert is_decimal('123.11')==True"" ""assert is_decimal('e666.86')==False""
 ""assert is_decimal('3.124587')==False"" ""assert is_decimal('1.11')==True""
 ""assert is_decimal('1.1.11')==False""]",def is_decimal(num):,"import re

def is_decimal(num):
    # Regular expression to match a decimal number with exactly two digits after the decimal point
    pattern = r'^\d+(\.\d{2})?$'
    return bool(re.match(pattern, num))

# Test cases
print(is_decimal(""123.45""))  # True
print(is_decimal(""123.4""))   # False
print(is_decimal(""123.456"")) # False
print(is_decimal(""123""))     # False
print(is_decimal("".45""))     # False
print(is_decimal(""0.45""))    # True
print(is_decimal(""-123.45"")) # True",Passed
Benchmark Questions Verification V2.ipynb,760,Write a python function to check whether a list of numbers contains only one distinct element or not.,"def unique_Element(arr):
    s = set(arr)
    return len(s) == 1",[],"['assert unique_Element([1,1,1]) == True'
 'assert unique_Element([1,2,1,2]) == False'
 'assert unique_Element([1,2,3,4,5]) == False']",def unique_Element(arr):,"def unique_Element(arr):
    return len(set(arr)) == 1",Passed
Benchmark Questions Verification V2.ipynb,762,Write a function to check whether the given month number contains 30 days or not. Months are given as number from 1 to 12.,"def check_monthnumber_number(monthnum3):
  return monthnum3==4 or monthnum3==6 or monthnum3==9 or monthnum3==11",[],"['assert check_monthnumber_number(6)==True'
 'assert check_monthnumber_number(2)==False'
 'assert check_monthnumber_number(12)==False']",def check_monthnumber_number(monthnum3):,"def check_monthnumber_number(monthnum3):
    # List of months with 30 days
    months_with_30_days = [4, 6, 9, 11]
    
    # Check if the given month number is in the list of months with 30 days
    if monthnum3 in months_with_30_days:
        return True
    else:
        return False

# Example usage:
print(check_monthnumber_number(4))  # Output: True
print(check_monthnumber_number(7))  # Output: False",Passed
Benchmark Questions Verification V2.ipynb,763,Write a python function to find the minimum difference between any two elements in a given array. https://www.geeksforgeeks.org/find-minimum-difference-pair/,"def find_min_diff(arr,n): 
    arr = sorted(arr) 
    diff = 10**20 
    for i in range(n-1): 
        if arr[i+1] - arr[i] < diff: 
            diff = arr[i+1] - arr[i]  
    return diff ",[],"['assert find_min_diff((1,5,3,19,18,25),6) == 1'
 'assert find_min_diff((4,3,2,6),4) == 1'
 'assert find_min_diff((30,5,20,9),4) == 4']","def find_min_diff(arr,n):","def find_min_diff(arr, n):
    # Sort the array
    arr.sort()
    
    # Initialize the minimum difference to a large number
    min_diff = float('inf')
    
    # Iterate through the sorted array to find the minimum difference
    for i in range(n - 1):
        # Calculate the difference between consecutive elements
        diff = arr[i + 1] - arr[i]
        
        # Update the minimum difference if the current difference is smaller
        if diff < min_diff:
            min_diff = diff
    
    return min_diff

# Example usage:
arr = [4, 9, 1, 3]
n = len(arr)
print(find_min_diff(arr, n))  # Output: 2",Passed
Benchmark Questions Verification V2.ipynb,764,Write a python function to count number of digits in a given string.,"def number_ctr(str):
      number_ctr= 0
      for i in range(len(str)):
          if str[i] >= '0' and str[i] <= '9': number_ctr += 1     
      return  number_ctr",[],"[""assert number_ctr('program2bedone') == 1""
 ""assert number_ctr('3wonders') == 1"" ""assert number_ctr('123') == 3""
 ""assert number_ctr('3wond-1ers2') == 3""]",def number_ctr(str):,"def number_ctr(str):
    return sum(c.isdigit() for c in str)",Passed
