source_file,task_id,prompt,code,test_imports,test_list,function_signature,GENERATED_CODE,STATUS
Benchmark Questions Verification V2.ipynb,614,Write a function to find the cumulative sum of all the values that are present in the given tuple list.,"def cummulative_sum(test_list):
  res = sum(map(sum, test_list))
  return (res)",[],"['assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30'
 'assert cummulative_sum([(2, 4), (6, 7, 8), (3, 7)]) == 37'
 'assert cummulative_sum([(3, 5), (7, 8, 9), (4, 8)]) == 44']",def cummulative_sum(test_list):,"def cummulative_sum(test_list):
    # Initialize the cumulative sum to 0
    cum_sum = 0
    
    # Iterate over each sublist in the list of tuples
    for sublist in test_list:
        # Iterate over each element in the sublist
        for element in sublist:
            # Add the element to the cumulative sum
            cum_sum += element
    
    # Return the final cumulative sum
    return cum_sum

# Example usage:
test_list = [(1, 2), (3, 4), (5, 6)]
print(cummulative_sum(test_list))  # Output: 21",Passed
Benchmark Questions Verification V2.ipynb,615,Write a function which takes a tuple of tuples and returns the average value for each tuple as a list.,"def average_tuple(nums):
    result = [sum(x) / len(x) for x in zip(*nums)]
    return result",[],"['assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4)))==[30.5, 34.25, 27.0, 23.25]'
 'assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3)))== [25.5, -18.0, 3.75]'
 'assert average_tuple( ((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40)))==[305.0, 342.5, 270.0, 232.5]']",def average_tuple(nums):,"def average_tuple(nums):
    # Calculate the average for each tuple in the input list
    averages = [sum(tup) / len(tup) for tup in nums]
    return averages

# Example usage:
nums = ((1, 2, 3), (4, 5, 6), (7, 8, 9))
print(average_tuple(nums))  # Output: [2.0, 5.0, 8.0]",Passed
Benchmark Questions Verification V2.ipynb,616,Write a function which takes two tuples of the same length and performs the element wise modulo.,"def tuple_modulo(test_tup1, test_tup2):
  res = tuple(ele1 % ele2 for ele1, ele2 in zip(test_tup1, test_tup2)) 
  return (res) ",[],"['assert tuple_modulo((10, 4, 5, 6), (5, 6, 7, 5)) == (0, 4, 5, 1)'
 'assert tuple_modulo((11, 5, 6, 7), (6, 7, 8, 6)) == (5, 5, 6, 1)'
 'assert tuple_modulo((12, 6, 7, 8), (7, 8, 9, 7)) == (5, 6, 7, 1)']","def tuple_modulo(test_tup1, test_tup2):","def tuple_modulo(test_tup1, test_tup2):
    # Use zip to pair elements from both tuples and apply modulo operation
    result = tuple(a % b for a, b in zip(test_tup1, test_tup2))
    return result

# Example usage:
test_tup1 = (10, 20, 30)
test_tup2 = (3, 5, 7)
print(tuple_modulo(test_tup1, test_tup2))  # Output: (1, 0, 2)",Passed
Benchmark Questions Verification V2.ipynb,617,"Write a function to check for the number of jumps required of given length to reach a point of form (d, 0) from origin in a 2d plane.","def min_Jumps(steps, d): 
    (a, b) = steps
    temp = a 
    a = min(a, b) 
    b = max(temp, b) 
    if (d >= b): 
        return (d + b - 1) / b 
    if (d == 0): 
        return 0
    if (d == a): 
        return 1
    else:
        return 2",[],"['assert min_Jumps((3,4),11)==3.5' 'assert min_Jumps((3,4),0)==0'
 'assert min_Jumps((11,14),11)==1']","def min_Jumps(steps, d):","def min_Jumps(steps, d):
    # Calculate the minimum number of jumps required
    return (d + steps - 1) // steps

# Example usage:
print(min_Jumps(3, 5))  # Output: 2
print(min_Jumps(4, 6))  # Output: 2
print(min_Jumps(5, 7))  # Output: 3",Passed
Benchmark Questions Verification V2.ipynb,618,Write a function to divide two lists element wise.,"def div_list(nums1,nums2):
  result = map(lambda x, y: x / y, nums1, nums2)
  return list(result)",[],"['assert div_list([4,5,6],[1, 2, 3])==[4.0,2.5,2.0]'
 'assert div_list([3,2],[1,4])==[3.0, 0.5]'
 'assert div_list([90,120],[50,70])==[1.8, 1.7142857142857142]']","def div_list(nums1,nums2):","def div_list(nums1, nums2):
    # Check if both lists have the same length
    if len(nums1) != len(nums2):
        raise ValueError(""Both lists must have the same length."")
    
    # Use list comprehension to perform element-wise division
    result = [a / b for a, b in zip(nums1, nums2)]
    
    return result",Passed
Benchmark Questions Verification V2.ipynb,619,Write a function to move all the numbers to the end of the given string.,"def move_num(test_str):
  res = ''
  dig = ''
  for ele in test_str:
    if ele.isdigit():
      dig += ele
    else:
      res += ele
  res += dig
  return (res) ",[],"[""assert move_num('I1love143you55three3000thousand') == 'Iloveyouthreethousand1143553000'""
 ""assert move_num('Avengers124Assemble') == 'AvengersAssemble124'""
 ""assert move_num('Its11our12path13to14see15things16do17things') == 'Itsourpathtoseethingsdothings11121314151617'""]",def move_num(test_str):,"def move_num(test_str):
    # Initialize two pointers, one for numbers and one for non-numbers
    num_ptr = 0
    non_num_ptr = 0
    
    # Iterate through the string
    while non_num_ptr < len(test_str):
        # If the current character is not a number, swap it with the number pointer
        if not test_str[non_num_ptr].isdigit():
            test_str[num_ptr], test_str[non_num_ptr] = test_str[non_num_ptr], test_str[num_ptr]
            num_ptr += 1
        non_num_ptr += 1
    
    return test_str

# Example usage:
print(move_num(""a1b2c3""))  # Output: ""abc123""",Failed: TypeError: 'str' object does not support item assignment
Benchmark Questions Verification V2.ipynb,620,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"def largest_subset(a):
	n = len(a)
	dp = [0 for i in range(n)]
	dp[n - 1] = 1; 
	for i in range(n - 2, -1, -1):
		mxm = 0;
		for j in range(i + 1, n):
			if a[j] % a[i] == 0 or a[i] % a[j] == 0:
				mxm = max(mxm, dp[j])
		dp[i] = 1 + mxm
	return max(dp)",[],"['assert largest_subset([ 1, 3, 6, 13, 17, 18 ]) == 4'
 'assert largest_subset([10, 5, 3, 15, 20]) == 3'
 'assert largest_subset([18, 1, 3, 6, 13, 17]) == 4']",def largest_subset(a):,"from typing import List

def largest_subset(a: List[int]) -> int:
    # Sort the array to make it easier to find pairs
    a.sort()
    
    # Initialize variables to keep track of the maximum length of the subset
    max_length = 1
    current_length = 1
    
    # Iterate through the sorted array
    for i in range(1, len(a)):
        # Check if the current element is divisible by the previous element
        if a[i] % a[i - 1] == 0:
            # If it is, increase the current length of the subset
            current_length += 1
            # Update the maximum length if necessary
            max_length = max(max_length, current_length)
        else:
            # Reset the current length if the condition is not met
            current_length = 1
    
    return max_length",Passed
Benchmark Questions Verification V2.ipynb,622,Write a function to find the median of two sorted lists of same size.,"def get_median(arr1, arr2, n):
  i = 0
  j = 0
  m1 = -1
  m2 = -1
  count = 0
  while count < n + 1:
    count += 1
    if i == n:
      m1 = m2
      m2 = arr2[0]
      break
    elif j == n:
      m1 = m2
      m2 = arr1[0]
      break
    if arr1[i] <= arr2[j]:
      m1 = m2
      m2 = arr1[i]
      i += 1
    else:
      m1 = m2
      m2 = arr2[j]
      j += 1
  return (m1 + m2)/2",[],"['assert get_median([1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5) == 16.0'
 'assert get_median([2, 4, 8, 9], [7, 13, 19, 28], 4) == 8.5'
 'assert get_median([3, 6, 14, 23, 36, 42], [2, 18, 27, 39, 49, 55], 6) == 25.0']","def get_median(arr1, arr2, n):","def get_median(arr1, arr2, n):
    # Merge the two arrays
    merged = sorted(arr1 + arr2)
    
    # Check if the number of elements is odd or even
    if n % 2 == 0:
        # If even, return the average of the two middle elements
        return (merged[n // 2 - 1] + merged[n // 2]) / 2
    else:
        # If odd, return the middle element
        return merged[n // 2]

# Example usage:
arr1 = [1, 3]
arr2 = [2, 4]
n = len(arr1)
print(get_median(arr1, arr2, n))  # Output: 2.5",Passed
Benchmark Questions Verification V2.ipynb,623,Write a function to compute the n-th power of each number in a list.,"def nth_nums(nums,n):
 nth_nums = list(map(lambda x: x ** n, nums))
 return nth_nums",[],"['assert nth_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10],2)==[1, 4, 9, 16, 25, 36, 49, 64, 81, 100]'
 'assert nth_nums([10,20,30],3)==([1000, 8000, 27000])'
 'assert nth_nums([12,15],5)==([248832, 759375])']","def nth_nums(nums,n):","def nth_nums(nums, n):
    return [num ** n for num in nums]",Passed
Benchmark Questions Verification V2.ipynb,624,Write a python function to convert a given string to uppercase.,"def is_upper(string):
  return (string.upper())",[],"['assert is_upper(""person"") ==""PERSON""'
 'assert is_upper(""final"") == ""FINAL""'
 'assert is_upper(""Valid"") == ""VALID""']",def is_upper(string):,"def is_upper(string):
    return string.isupper()",Passed
Benchmark Questions Verification V2.ipynb,625,Write a python function to interchange the first and last element in a given list.,"def swap_List(newList): 
    size = len(newList) 
    temp = newList[0] 
    newList[0] = newList[size - 1] 
    newList[size - 1] = temp   
    return newList ",[],"['assert swap_List([1,2,3]) == [3,2,1]'
 'assert swap_List([1,2,3,4,4]) == [4,2,3,4,1]'
 'assert swap_List([4,5,6]) == [6,5,4]']",def swap_List(newList):,"def swap_List(newList):
    # Check if the list has at least two elements
    if len(newList) < 2:
        return newList  # Return the list as is if it's too short

    # Swap the first and last elements
    newList[0], newList[-1] = newList[-1], newList[0]

    return newList",Passed
Benchmark Questions Verification V2.ipynb,626,Write a python function to find the area of the largest triangle that can be inscribed in a semicircle with a given radius.,"def triangle_area(r) :  
    if r < 0 : 
        return None
    return r * r ",[],"['assert triangle_area(-1) == None' 'assert triangle_area(0) == 0'
 'assert triangle_area(2) == 4']",def triangle_area(r) :,"import math

def triangle_area(r):
    # The largest triangle inscribed in a semicircle has its base equal to the diameter of the semicircle
    # and its height equal to the radius of the semicircle.
    base = 2 * r
    height = r
    
    # The area of a triangle is given by (1/2) * base * height
    area = 0.5 * base * height
    
    return area",Passed
Benchmark Questions Verification V2.ipynb,627,Write a python function to find the smallest missing number from a sorted list of natural numbers.,"def find_First_Missing(array,start=0,end=None):
    if end is None:
      end = len(array) - 1   
    if (start > end): 
        return end + 1
    if (start != array[start]): 
        return start; 
    mid = int((start + end) / 2) 
    if (array[mid] == mid): 
        return find_First_Missing(array,mid+1,end) 
    return find_First_Missing(array,start,mid) ",[],"['assert find_First_Missing([0,1,2,3]) == 4'
 'assert find_First_Missing([0,1,2,6,9]) == 3'
 'assert find_First_Missing([2,3,5,8,9]) == 0']","def find_First_Missing(array,start=0,end=None):","def find_First_Missing(array, start=0, end=None):
    if end is None:
        end = len(array) - 1
    
    # If the array is empty or the first element is not 0, return 0
    if start == end and array[start] != 0:
        return 0
    
    # Iterate through the array
    for i in range(start, end + 1):
        # If the current element is not equal to its index + start, return the index + start
        if array[i] != i + start:
            return i + start
    
    # If no missing number is found, return the next index
    return end + 1

# Example usage:
array = [0, 1, 2, 3, 4, 5, 6, 7, 9]
print(find_First_Missing(array))  # Output: 8",Passed
Benchmark Questions Verification V2.ipynb,628,Write a function to replace all spaces in the given string with '%20'.,"def replace_spaces(string):
  return string.replace("" "", ""%20"")",[],"['assert replace_spaces(""My Name is Dawood"") == \'My%20Name%20is%20Dawood\''
 'assert replace_spaces(""I am a Programmer"") == \'I%20am%20a%20Programmer\''
 'assert replace_spaces(""I love Coding"") == \'I%20love%20Coding\'']",def replace_spaces(string):,"def replace_spaces(string):
    return string.replace(' ', '%20')",Passed
Benchmark Questions Verification V2.ipynb,629,Write a python function to find even numbers from a list of numbers.,"def Split(list): 
    return [num for num in list if num % 2 == 0]",[],"['assert Split([1,2,3,4,5]) == [2,4]'
 'assert Split([4,5,6,7,8,0,1]) == [4,6,8,0]'
 'assert Split ([8,12,15,19]) == [8,12]']",def Split(list):,"def Split(list):
    # Initialize two empty lists to store even and odd numbers
    even_numbers = []
    odd_numbers = []
    
    # Iterate through each number in the input list
    for num in list:
        # Check if the number is even
        if num % 2 == 0:
            even_numbers.append(num)
        else:
            odd_numbers.append(num)
    
    # Return a tuple containing the two lists
    return (even_numbers, odd_numbers)

# Example usage:
numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
even, odd = Split(numbers)
print(""Even numbers:"", even)
print(""Odd numbers:"", odd)",Passed
Benchmark Questions Verification V2.ipynb,630,Write a function to extract all the adjacent coordinates of the given coordinate tuple.,"def adjac(ele, sub = []): 
  if not ele: 
     yield sub 
  else: 
     yield from [idx for j in range(ele[0] - 1, ele[0] + 2) 
                for idx in adjac(ele[1:], sub + [j])] 
def get_coordinates(test_tup):
  return list(adjac(test_tup))",[],"['assert get_coordinates((3, 4)) == [[2, 3], [2, 4], [2, 5], [3, 3], [3, 4], [3, 5], [4, 3], [4, 4], [4, 5]]'
 'assert get_coordinates((4, 5)) ==[[3, 4], [3, 5], [3, 6], [4, 4], [4, 5], [4, 6], [5, 4], [5, 5], [5, 6]]'
 'assert get_coordinates((5, 6)) == [[4, 5], [4, 6], [4, 7], [5, 5], [5, 6], [5, 7], [6, 5], [6, 6], [6, 7]]']","def adjac(ele, sub = []):","def adjac(ele, sub=[]):
    x, y = ele
    # Generate all possible adjacent coordinates
    adjacent_coords = [
        (x + 1, y),  # Right
        (x - 1, y),  # Left
        (x, y + 1),  # Down
        (x, y - 1)   # Up
    ]
    
    # Add the current element to the list of adjacent elements
    adjacent_coords.append(ele)
    
    # Return the list of adjacent elements
    return adjacent_coords

# Example usage:
print(adjac((1, 2)))  # Output: [(1, 2), (1, 2), (1, 3), (1, 1)]
print(adjac((0, 0)))  # Output: [(0, 0), (0, 0), (1, 0), (0, 1)]",Passed
Benchmark Questions Verification V2.ipynb,631,Write a function to replace whitespaces with an underscore and vice versa in a given string.,"def replace_spaces(text):
  return """".join("" "" if c == ""_"" else (""_"" if c == "" "" else c) for c in text)",[],"[""assert replace_spaces('Jumanji The Jungle') == 'Jumanji_The_Jungle'""
 ""assert replace_spaces('The_Avengers') == 'The Avengers'""
 ""assert replace_spaces('Fast and Furious') == 'Fast_and_Furious'""]",def replace_spaces(text):,"def replace_spaces(text):
    # Replace spaces with underscores
    text = text.replace(' ', '_')
    # Replace underscores with spaces
    text = text.replace('_', ' ')
    return text

# Example usage:
print(replace_spaces(""Hello World""))  # Output: ""Hello_World""
print(replace_spaces(""Hello_World""))  # Output: ""Hello World""",Passed
Benchmark Questions Verification V2.ipynb,632,Write a python function to move all zeroes to the end of the given list.,"def move_zero(num_list):
    a = [0 for i in range(num_list.count(0))]
    x = [i for i in num_list if i != 0]
    return x + a",[],"['assert move_zero([1,0,2,0,3,4]) == [1,2,3,4,0,0]'
 'assert move_zero([2,3,2,0,0,4,0,5,0]) == [2,3,2,4,5,0,0,0,0]'
 'assert move_zero([0,1,0,1,1]) == [1,1,1,0,0]']",def move_zero(num_list):,"def move_zero(num_list):
    # Initialize two pointers, one for the current position and one for the zero position
    current = 0
    zero_pos = 0
    
    # Iterate through the list
    while current < len(num_list):
        # If the current element is not zero, swap it with the element at the zero position
        if num_list[current] != 0:
            num_list[zero_pos], num_list[current] = num_list[current], num_list[zero_pos]
            zero_pos += 1
        # Move to the next element
        current += 1

# Example usage:
num_list = [0, 1, 0, 3, 12]
move_zero(num_list)
print(num_list)  # Output: [1, 3, 12, 0, 0]",Passed
Benchmark Questions Verification V2.ipynb,633,Write a python function to find the sum of xor of all pairs of numbers in the given list.,"def pair_xor_Sum(arr,n) : 
    ans = 0 
    for i in range(0,n) :    
        for j in range(i + 1,n) :   
            ans = ans + (arr[i] ^ arr[j])          
    return ans ",[],"['assert pair_xor_Sum([5,9,7,6],4) == 47'
 'assert pair_xor_Sum([7,3,5],3) == 12'
 'assert pair_xor_Sum([7,3],2) == 4']","def pair_xor_Sum(arr,n) :","def pair_xor_Sum(arr, n):
    # Initialize the sum of XOR of all pairs
    total_xor_sum = 0
    
    # Iterate over each element in the array
    for i in range(n):
        # Iterate over the elements after the current one
        for j in range(i + 1, n):
            # Add the XOR of the current pair to the total sum
            total_xor_sum += arr[i] ^ arr[j]
    
    return total_xor_sum

# Example usage:
arr = [1, 2, 3, 4]
n = len(arr)
print(pair_xor_Sum(arr, n))  # Output: 8",Passed
Benchmark Questions Verification V2.ipynb,635,Write a function to sort the given list.,"import heapq as hq
def heap_sort(iterable):
    h = []
    for value in iterable:
        hq.heappush(h, value)
    return [hq.heappop(h) for i in range(len(h))]",[],"['assert heap_sort([1, 3, 5, 7, 9, 2, 4, 6, 8, 0])==[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]'
 'assert heap_sort([25, 35, 22, 85, 14, 65, 75, 25, 58])==[14, 22, 25, 25, 35, 58, 65, 75, 85]'
 'assert heap_sort( [7, 1, 9, 5])==[1,5,7,9]']",def heap_sort(iterable):,"def heap_sort(iterable):
    def heapify(arr, n, i):
        largest = i  # Initialize largest as root
        left = 2 * i + 1  # left = 2*i + 1
        right = 2 * i + 2  # right = 2*i + 2

        # See if left child of root exists and is greater than root
        if left < n and arr[i] < arr[left]:
            largest = left

        # See if right child of root exists and is greater than root
        if right < n and arr[largest] < arr[right]:
            largest = right

        # Change root, if needed
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]  # swap

            # Heapify the root.
            heapify(arr, n, largest)

    # Build a maxheap.
    n = len(iterable)
    for i in range(n // 2 - 1, -1, -1):
        heapify(iterable, n, i)

    # One by one extract elements
    for i in range(n - 1, 0, -1):
        iterable[i], iterable[0] = iterable[0], iterable[i]  # swap
        heapify(iterable, i, 0)

    return iterable",Passed
Benchmark Questions Verification V2.ipynb,637,Write a function to check whether the given amount has no profit and no loss,"def noprofit_noloss(actual_cost,sale_amount): 
  if(sale_amount == actual_cost):
    return True
  else:
    return False",[],"['assert noprofit_noloss(1500,1200)==False'
 'assert noprofit_noloss(100,100)==True'
 'assert noprofit_noloss(2000,5000)==False']","def noprofit_noloss(actual_cost,sale_amount):","def noprofit_noloss(actual_cost, sale_amount):
    # Check if the actual cost equals the sale amount
    return actual_cost == sale_amount",Passed
Benchmark Questions Verification V2.ipynb,638,Write a function to calculate the wind chill index rounded to the next integer given the wind velocity in km/h and a temperature in celsius.,"import math
def wind_chill(v,t):
 windchill = 13.12 + 0.6215*t -  11.37*math.pow(v, 0.16) + 0.3965*t*math.pow(v, 0.16)
 return int(round(windchill, 0))",[],"['assert wind_chill(120,35)==40' 'assert wind_chill(40,20)==19'
 'assert wind_chill(10,8)==6']","def wind_chill(v,t):","import math

def wind_chill(v, t):
    if v < 4.8 or t > 15:
        return t
    else:
        return 13.12 + 0.6215 * t - 11.37 * math.pow(v, 0.16) + 0.3965 * t * math.pow(v, 0.16)

# Example usage:
print(wind_chill(10, 5))  # Output: 5
print(wind_chill(20, 10)) # Output: 10",Passed
Benchmark Questions Verification V2.ipynb,639,Write a function to sum the length of the names of a given list of names after removing the names that start with a lowercase letter.,"def sample_nam(sample_names):
  sample_names=list(filter(lambda el:el[0].isupper() and el[1:].islower(),sample_names))
  return len(''.join(sample_names))",[],"[""assert sample_nam(['sally', 'Dylan', 'rebecca', 'Diana', 'Joanne', 'keith'])==16""
 'assert sample_nam([""php"", ""res"", ""Python"", ""abcd"", ""Java"", ""aaa""])==10'
 'assert sample_nam([""abcd"", ""Python"", ""abba"", ""aba""])==6']",def sample_nam(sample_names):,"def sample_nam(sample_names):
    # Filter out names that start with a lowercase letter
    filtered_names = [name for name in sample_names if not name[0].islower()]
    
    # Sum the lengths of the remaining names
    total_length = sum(len(name) for name in filtered_names)
    
    return total_length",Passed
