dataset,task_id,ast_parsed,syntax_error,indentation_error,structural_error,error_type,line,message,structural_details
DS1000,DS0159,True,0,0,0,,,,[]
DS1000,DS0160,True,0,0,0,,,,[]
DS1000,DS0161,True,0,0,0,,,,[]
DS1000,DS0162,True,0,0,0,,,,[]
DS1000,DS0163,True,0,0,0,,,,[]
DS1000,DS0164,True,0,0,0,,,,[]
DS1000,DS0165,True,0,0,0,,,,[]
DS1000,DS0166,True,0,0,0,,,,[]
DS1000,DS0167,True,0,0,0,,,,[]
DS1000,DS0168,True,0,0,0,,,,[]
DS1000,DS0169,True,0,0,0,,,,[]
DS1000,DS0170,True,0,0,0,,,,[]
DS1000,DS0171,True,0,0,0,,,,[]
DS1000,DS0172,True,0,0,0,,,,[]
DS1000,DS0173,True,0,0,0,,,,[]
DS1000,DS0174,True,0,0,0,,,,[]
DS1000,DS0175,True,0,0,0,,,,[]
DS1000,DS0176,True,0,0,0,,,,[]
DS1000,DS0177,True,0,0,0,,,,[]
DS1000,DS0178,True,0,0,0,,,,[]
DS1000,DS0179,True,0,0,0,,,,[]
DS1000,DS0180,True,0,0,0,,,,[]
DS1000,DS0181,True,0,0,0,,,,[]
DS1000,DS0182,True,0,0,0,,,,[]
DS1000,DS0183,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0184,True,0,0,0,,,,[]
DS1000,DS0185,True,0,0,0,,,,[]
DS1000,DS0186,True,0,0,0,,,,[]
DS1000,DS0187,True,0,0,0,,,,[]
DS1000,DS0188,True,0,0,0,,,,[]
DS1000,DS0189,True,0,0,0,,,,[]
DS1000,DS0190,True,0,0,0,,,,[]
DS1000,DS0191,True,0,0,0,,,,[]
DS1000,DS0192,True,0,0,0,,,,[]
DS1000,DS0193,True,0,0,0,,,,[]
DS1000,DS0194,True,0,0,0,,,,[]
DS1000,DS0195,True,0,0,0,,,,[]
DS1000,DS0196,True,0,0,0,,,,[]
DS1000,DS0197,True,0,0,0,,,,[]
DS1000,DS0198,True,0,0,0,,,,[]
DS1000,DS0199,True,0,0,0,,,,[]
DS1000,DS0200,True,0,0,0,,,,[]
DS1000,DS0201,True,0,0,0,,,,[]
DS1000,DS0202,True,0,0,0,,,,[]
DS1000,DS0203,True,0,0,0,,,,[]
DS1000,DS0204,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0205,True,0,0,0,,,,[]
DS1000,DS0206,True,0,0,0,,,,[]
DS1000,DS0207,True,0,0,0,,,,[]
DS1000,DS0208,True,0,0,0,,,,[]
DS1000,DS0209,True,0,0,0,,,,[]
DS1000,DS0210,True,0,0,0,,,,[]
DS1000,DS0211,True,0,0,0,,,,[]
DS1000,DS0212,True,0,0,0,,,,[]
DS1000,DS0213,True,0,0,0,,,,[]
DS1000,DS0214,True,0,0,0,,,,[]
DS1000,DS0215,True,0,0,0,,,,[]
DS1000,DS0216,True,0,0,0,,,,[]
DS1000,DS0217,True,0,0,0,,,,[]
DS1000,DS0218,True,0,0,0,,,,[]
DS1000,DS0219,True,0,0,0,,,,[]
DS1000,DS0220,True,0,0,0,,,,[]
DS1000,DS0221,True,0,0,0,,,,[]
DS1000,DS0222,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0223,True,0,0,0,,,,[]
DS1000,DS0224,True,0,0,0,,,,[]
DS1000,DS0225,True,0,0,0,,,,[]
DS1000,DS0226,True,0,0,0,,,,[]
DS1000,DS0227,True,0,0,0,,,,[]
DS1000,DS0228,True,0,0,0,,,,[]
DS1000,DS0229,True,0,0,0,,,,[]
DS1000,DS0230,True,0,0,0,,,,[]
DS1000,DS0231,True,0,0,0,,,,[]
DS1000,DS0232,True,0,0,0,,,,[]
DS1000,DS0233,True,0,0,0,,,,[]
DS1000,DS0234,True,0,0,0,,,,[]
DS1000,DS0235,True,0,0,0,,,,[]
DS1000,DS0236,True,0,0,0,,,,[]
DS1000,DS0237,True,0,0,0,,,,[]
DS1000,DS0238,True,0,0,0,,,,[]
DS1000,DS0239,True,0,0,0,,,,[]
DS1000,DS0240,True,0,0,0,,,,[]
DS1000,DS0241,True,0,0,0,,,,[]
DS1000,DS0242,True,0,0,0,,,,[]
DS1000,DS0243,True,0,0,0,,,,[]
DS1000,DS0244,True,0,0,0,,,,[]
DS1000,DS0245,True,0,0,0,,,,[]
DS1000,DS0246,True,0,0,0,,,,[]
DS1000,DS0247,True,0,0,0,,,,[]
DS1000,DS0248,True,0,0,0,,,,[]
DS1000,DS0249,True,0,0,0,,,,[]
DS1000,DS0250,True,0,0,0,,,,[]
DS1000,DS0251,True,0,0,0,,,,[]
DS1000,DS0252,True,0,0,0,,,,[]
DS1000,DS0253,True,0,0,0,,,,[]
DS1000,DS0254,True,0,0,0,,,,[]
DS1000,DS0255,True,0,0,0,,,,[]
DS1000,DS0256,True,0,0,0,,,,[]
DS1000,DS0257,True,0,0,0,,,,[]
DS1000,DS0258,True,0,0,0,,,,[]
DS1000,DS0259,True,0,0,0,,,,[]
DS1000,DS0260,True,0,0,0,,,,[]
DS1000,DS0261,True,0,0,0,,,,[]
DS1000,DS0262,True,0,0,0,,,,[]
DS1000,DS0263,True,0,0,0,,,,[]
DS1000,DS0264,True,0,0,0,,,,[]
DS1000,DS0265,True,0,0,0,,,,[]
DS1000,DS0266,True,0,0,0,,,,[]
DS1000,DS0267,True,0,0,0,,,,[]
DS1000,DS0268,True,0,0,0,,,,[]
DS1000,DS0269,True,0,0,0,,,,[]
DS1000,DS0270,True,0,0,0,,,,[]
DS1000,DS0271,True,0,0,0,,,,[]
DS1000,DS0272,True,0,0,0,,,,[]
DS1000,DS0273,True,0,0,0,,,,[]
DS1000,DS0274,True,0,0,0,,,,[]
DS1000,DS0275,True,0,0,0,,,,[]
DS1000,DS0276,True,0,0,0,,,,[]
DS1000,DS0277,True,0,0,0,,,,[]
DS1000,DS0278,True,0,0,0,,,,[]
DS1000,DS0279,True,0,0,0,,,,[]
DS1000,DS0280,True,0,0,0,,,,[]
DS1000,DS0281,True,0,0,0,,,,[]
DS1000,DS0282,True,0,0,0,,,,[]
DS1000,DS0283,True,0,0,0,,,,[]
DS1000,DS0284,True,0,0,0,,,,[]
DS1000,DS0285,True,0,0,0,,,,[]
DS1000,DS0286,True,0,0,0,,,,[]
DS1000,DS0287,True,0,0,0,,,,[]
DS1000,DS0288,True,0,0,0,,,,[]
DS1000,DS0289,True,0,0,0,,,,[]
DS1000,DS0290,True,0,0,0,,,,[]
DS1000,DS0291,True,0,0,0,,,,[]
DS1000,DS0292,True,0,0,0,,,,[]
DS1000,DS0293,True,0,0,0,,,,[]
DS1000,DS0294,True,0,0,0,,,,[]
DS1000,DS0295,True,0,0,0,,,,[]
DS1000,DS0296,True,0,0,0,,,,[]
DS1000,DS0297,True,0,0,0,,,,[]
DS1000,DS0298,True,0,0,0,,,,[]
DS1000,DS0299,True,0,0,0,,,,[]
DS1000,DS0300,True,0,0,0,,,,[]
DS1000,DS0301,True,0,0,0,,,,[]
DS1000,DS0302,True,0,0,0,,,,[]
DS1000,DS0303,True,0,0,0,,,,[]
DS1000,DS0304,True,0,0,0,,,,[]
DS1000,DS0305,True,0,0,0,,,,[]
DS1000,DS0306,True,0,0,0,,,,[]
DS1000,DS0307,True,0,0,0,,,,[]
DS1000,DS0308,True,0,0,0,,,,[]
DS1000,DS0309,True,0,0,0,,,,[]
DS1000,DS0310,True,0,0,0,,,,[]
DS1000,DS0311,True,0,0,0,,,,[]
DS1000,DS0312,True,0,0,0,,,,[]
DS1000,DS0313,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0314,True,0,0,0,,,,[]
DS1000,DS0315,True,0,0,0,,,,[]
DS1000,DS0316,True,0,0,0,,,,[]
DS1000,DS0317,True,0,0,0,,,,[]
DS1000,DS0318,True,0,0,0,,,,[]
DS1000,DS0319,True,0,0,0,,,,[]
DS1000,DS0320,True,0,0,0,,,,[]
DS1000,DS0321,True,0,0,0,,,,[]
DS1000,DS0322,True,0,0,0,,,,[]
DS1000,DS0323,True,0,0,0,,,,[]
DS1000,DS0324,True,0,0,0,,,,[]
DS1000,DS0325,True,0,0,0,,,,[]
DS1000,DS0326,True,0,0,0,,,,[]
DS1000,DS0327,True,0,0,0,,,,[]
DS1000,DS0328,True,0,0,0,,,,[]
DS1000,DS0329,True,0,0,0,,,,[]
DS1000,DS0330,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0331,True,0,0,0,,,,[]
DS1000,DS0332,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0333,True,0,0,0,,,,[]
DS1000,DS0334,True,0,0,0,,,,[]
DS1000,DS0335,True,0,0,0,,,,[]
DS1000,DS0336,True,0,0,0,,,,[]
DS1000,DS0337,True,0,0,0,,,,[]
DS1000,DS0338,True,0,0,0,,,,[]
DS1000,DS0339,True,0,0,0,,,,[]
DS1000,DS0340,True,0,0,0,,,,[]
DS1000,DS0341,True,0,0,0,,,,[]
DS1000,DS0342,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0343,True,0,0,0,,,,[]
DS1000,DS0344,True,0,0,0,,,,[]
DS1000,DS0345,True,0,0,0,,,,[]
DS1000,DS0346,True,0,0,0,,,,[]
DS1000,DS0347,True,0,0,0,,,,[]
DS1000,DS0348,True,0,0,0,,,,[]
DS1000,DS0349,True,0,0,0,,,,[]
DS1000,DS0350,True,0,0,0,,,,[]
DS1000,DS0351,True,0,0,0,,,,[]
DS1000,DS0352,True,0,0,0,,,,[]
DS1000,DS0353,True,0,0,0,,,,[]
DS1000,DS0354,True,0,0,0,,,,[]
DS1000,DS0355,True,0,0,0,,,,[]
DS1000,DS0356,True,0,0,0,,,,[]
DS1000,DS0357,True,0,0,0,,,,[]
DS1000,DS0358,True,0,0,0,,,,[]
DS1000,DS0359,True,0,0,0,,,,[]
DS1000,DS0360,True,0,0,0,,,,[]
DS1000,DS0361,True,0,0,0,,,,[]
DS1000,DS0362,True,0,0,0,,,,[]
DS1000,DS0363,True,0,0,0,,,,[]
DS1000,DS0364,True,0,0,0,,,,[]
DS1000,DS0365,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0366,True,0,0,0,,,,[]
DS1000,DS0367,True,0,0,0,,,,[]
DS1000,DS0368,True,0,0,0,,,,[]
DS1000,DS0369,True,0,0,0,,,,[]
DS1000,DS0370,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0371,True,0,0,0,,,,[]
DS1000,DS0372,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0373,True,0,0,0,,,,[]
DS1000,DS0374,True,0,0,0,,,,[]
DS1000,DS0375,True,0,0,0,,,,[]
DS1000,DS0376,True,0,0,0,,,,[]
DS1000,DS0377,True,0,0,0,,,,[]
DS1000,DS0378,True,0,0,0,,,,[]
DS1000,DS0379,True,0,0,0,,,,[]
DS1000,DS0380,True,0,0,0,,,,[]
DS1000,DS0381,True,0,0,0,,,,[]
DS1000,DS0382,True,0,0,0,,,,[]
DS1000,DS0383,True,0,0,0,,,,[]
DS1000,DS0384,True,0,0,0,,,,[]
DS1000,DS0385,True,0,0,0,,,,[]
DS1000,DS0386,True,0,0,0,,,,[]
DS1000,DS0387,True,0,0,0,,,,[]
DS1000,DS0388,True,0,0,0,,,,[]
DS1000,DS0389,True,0,0,0,,,,[]
DS1000,DS0390,True,0,0,0,,,,[]
DS1000,DS0391,True,0,0,0,,,,[]
DS1000,DS0392,True,0,0,0,,,,[]
DS1000,DS0393,True,0,0,0,,,,[]
DS1000,DS0394,True,0,0,0,,,,[]
DS1000,DS0395,True,0,0,0,,,,[]
DS1000,DS0396,True,0,0,0,,,,[]
DS1000,DS0397,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0398,True,0,0,0,,,,[]
DS1000,DS0399,True,0,0,0,,,,[]
DS1000,DS0400,True,0,0,0,,,,[]
DS1000,DS0401,True,0,0,0,,,,[]
DS1000,DS0402,True,0,0,0,,,,[]
DS1000,DS0403,True,0,0,0,,,,[]
DS1000,DS0404,True,0,0,0,,,,[]
DS1000,DS0405,True,0,0,0,,,,[]
DS1000,DS0406,True,0,0,0,,,,[]
DS1000,DS0407,True,0,0,0,,,,[]
DS1000,DS0408,True,0,0,0,,,,[]
DS1000,DS0409,True,0,0,0,,,,[]
DS1000,DS0410,True,0,0,0,,,,[]
DS1000,DS0411,True,0,0,0,,,,[]
DS1000,DS0412,True,0,0,0,,,,[]
DS1000,DS0413,True,0,0,0,,,,[]
DS1000,DS0414,True,0,0,0,,,,[]
DS1000,DS0415,True,0,0,0,,,,[]
DS1000,DS0416,True,0,0,0,,,,[]
DS1000,DS0417,True,0,0,0,,,,[]
DS1000,DS0418,True,0,0,0,,,,[]
DS1000,DS0419,True,0,0,0,,,,[]
DS1000,DS0420,True,0,0,0,,,,[]
DS1000,DS0421,True,0,0,0,,,,[]
DS1000,DS0422,True,0,0,0,,,,[]
DS1000,DS0423,True,0,0,0,,,,[]
DS1000,DS0424,True,0,0,0,,,,[]
DS1000,DS0425,True,0,0,0,,,,[]
DS1000,DS0426,True,0,0,0,,,,[]
DS1000,DS0427,True,0,0,0,,,,[]
DS1000,DS0428,True,0,0,0,,,,[]
DS1000,DS0429,True,0,0,0,,,,[]
DS1000,DS0430,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0431,True,0,0,0,,,,[]
DS1000,DS0432,True,0,0,0,,,,[]
DS1000,DS0433,True,0,0,0,,,,[]
DS1000,DS0434,True,0,0,0,,,,[]
DS1000,DS0435,True,0,0,0,,,,[]
DS1000,DS0436,True,0,0,0,,,,[]
DS1000,DS0437,True,0,0,0,,,,[]
DS1000,DS0438,True,0,0,0,,,,[]
DS1000,DS0439,True,0,0,0,,,,[]
DS1000,DS0440,True,0,0,0,,,,[]
DS1000,DS0441,True,0,0,0,,,,[]
DS1000,DS0442,True,0,0,0,,,,[]
DS1000,DS0443,True,0,0,0,,,,[]
DS1000,DS0444,True,0,0,0,,,,[]
DS1000,DS0445,True,0,0,0,,,,[]
DS1000,DS0446,True,0,0,0,,,,[]
DS1000,DS0447,False,0,1,0,IndentationError,6.0,"expected an indented block after function definition on line 5 (<unknown>, line 6)",[]
DS1000,DS0448,True,0,0,0,,,,[]
DS1000,DS0449,True,0,0,0,,,,[]
DS1000,DS0450,True,0,0,0,,,,[]
DS1000,DS0451,True,0,0,0,,,,[]
DS1000,DS0452,True,0,0,0,,,,[]
DS1000,DS0453,True,0,0,0,,,,[]
DS1000,DS0454,True,0,0,0,,,,[]
DS1000,DS0455,True,0,0,0,,,,[]
DS1000,DS0456,True,0,0,0,,,,[]
DS1000,DS0457,True,0,0,0,,,,[]
DS1000,DS0458,True,0,0,0,,,,[]
DS1000,DS0459,True,0,0,0,,,,[]
DS1000,DS0460,True,0,0,0,,,,[]
DS1000,DS0461,True,0,0,0,,,,[]
DS1000,DS0462,True,0,0,0,,,,[]
DS1000,DS0463,True,0,0,0,,,,[]
DS1000,DS0464,True,0,0,0,,,,[]
DS1000,DS0465,False,0,1,0,IndentationError,6.0,"expected an indented block after function definition on line 5 (<unknown>, line 6)",[]
DS1000,DS0466,True,0,0,0,,,,[]
DS1000,DS0467,True,0,0,0,,,,[]
DS1000,DS0468,True,0,0,0,,,,[]
DS1000,DS0469,True,0,0,0,,,,[]
DS1000,DS0470,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0471,True,0,0,0,,,,[]
DS1000,DS0472,True,0,0,0,,,,[]
DS1000,DS0473,True,0,0,0,,,,[]
DS1000,DS0474,True,0,0,0,,,,[]
DS1000,DS0475,True,0,0,0,,,,[]
DS1000,DS0476,True,0,0,0,,,,[]
DS1000,DS0477,True,0,0,0,,,,[]
DS1000,DS0478,True,0,0,0,,,,[]
DS1000,DS0479,True,0,0,0,,,,[]
DS1000,DS0480,True,0,0,0,,,,[]
DS1000,DS0481,True,0,0,0,,,,[]
DS1000,DS0482,True,0,0,0,,,,[]
DS1000,DS0483,True,0,0,0,,,,[]
DS1000,DS0484,True,0,0,0,,,,[]
DS1000,DS0485,True,0,0,0,,,,[]
DS1000,DS0486,True,0,0,0,,,,[]
DS1000,DS0487,True,0,0,0,,,,[]
DS1000,DS0488,True,0,0,0,,,,[]
DS1000,DS0489,True,0,0,0,,,,[]
DS1000,DS0490,True,0,0,0,,,,[]
DS1000,DS0491,True,0,0,0,,,,[]
DS1000,DS0492,True,0,0,0,,,,[]
DS1000,DS0493,True,0,0,0,,,,[]
DS1000,DS0494,True,0,0,0,,,,[]
DS1000,DS0495,True,0,0,0,,,,[]
DS1000,DS0496,True,0,0,0,,,,[]
DS1000,DS0497,True,0,0,0,,,,[]
DS1000,DS0498,False,0,1,0,IndentationError,5.0,"expected an indented block after function definition on line 4 (<unknown>, line 5)",[]
DS1000,DS0499,True,0,0,0,,,,[]
DS1000,DS0500,True,0,0,0,,,,[]
DS1000,DS0501,True,0,0,0,,,,[]
DS1000,DS0502,True,0,0,0,,,,[]
DS1000,DS0503,True,0,0,0,,,,[]
DS1000,DS0504,True,0,0,0,,,,[]
DS1000,DS0505,True,0,0,0,,,,[]
DS1000,DS0506,True,0,0,0,,,,[]
DS1000,DS0507,True,0,0,0,,,,[]
DS1000,DS0508,True,0,0,0,,,,[]
DS1000,DS0509,True,0,0,0,,,,[]
DS1000,DS0510,True,0,0,0,,,,[]
DS1000,DS0511,True,0,0,0,,,,[]
DS1000,DS0512,True,0,0,0,,,,[]
DS1000,DS0513,True,0,0,0,,,,[]
DS1000,DS0514,True,0,0,0,,,,[]
DS1000,DS0515,True,0,0,0,,,,[]
DS1000,DS0516,True,0,0,0,,,,[]
DS1000,DS0517,True,0,0,0,,,,[]
DS1000,DS0518,True,0,0,0,,,,[]
DS1000,DS0519,True,0,0,0,,,,[]
DS1000,DS0520,True,0,0,0,,,,[]
DS1000,DS0521,True,0,0,0,,,,[]
DS1000,DS0522,True,0,0,0,,,,[]
DS1000,DS0523,True,0,0,0,,,,[]
DS1000,DS0524,True,0,0,0,,,,[]
DS1000,DS0525,True,0,0,0,,,,[]
DS1000,DS0526,True,0,0,0,,,,[]
DS1000,DS0527,True,0,0,0,,,,[]
DS1000,DS0528,True,0,0,0,,,,[]
DS1000,DS0529,True,0,0,0,,,,[]
DS1000,DS0530,True,0,0,0,,,,[]
DS1000,DS0531,True,0,0,0,,,,[]
DS1000,DS0532,True,0,0,0,,,,[]
DS1000,DS0533,True,0,0,0,,,,[]
DS1000,DS0534,True,0,0,0,,,,[]
