dataset,task_id,lib_status,lib_info,generated_code,patched_code,error_sources,error_types,error_lines
mbpp,614,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def cummulative_sum(test_list):
    # Initialize the cumulative sum to 0
    cum_sum = 0
    
    # Iterate over each sublist in the list of tuples
    for sublist in test_list:
        # Iterate over each element in the sublist
        for element in sublist:
            # Add the element to the cumulative sum
            cum_sum += element
    
    # Return the final cumulative sum
    return cum_sum

# Example usage:
test_list = [(1, 2), (3, 4), (5, 6)]
print(cummulative_sum(test_list))  # Output: 21","def cummulative_sum(test_list):
    # Initialize the cumulative sum to 0
    cum_sum = 0
    
    # Iterate over each sublist in the list of tuples
    for sublist in test_list:
        # Iterate over each element in the sublist
        for element in sublist:
            # Add the element to the cumulative sum
            cum_sum += element
    
    # Return the final cumulative sum
    return cum_sum

# Example usage:
test_list = [(1, 2), (3, 4), (5, 6)]
print(cummulative_sum(test_list))  # Output: 21",,,
mbpp,615,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def average_tuple(nums):
    # Calculate the average for each tuple in the input list
    averages = [sum(tup) / len(tup) for tup in nums]
    return averages

# Example usage:
nums = ((1, 2, 3), (4, 5, 6), (7, 8, 9))
print(average_tuple(nums))  # Output: [2.0, 5.0, 8.0]","def average_tuple(nums):
    # Calculate the average for each tuple in the input list
    averages = [sum(tup) / len(tup) for tup in nums]
    return averages

# Example usage:
nums = ((1, 2, 3), (4, 5, 6), (7, 8, 9))
print(average_tuple(nums))  # Output: [2.0, 5.0, 8.0]",,,
mbpp,616,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def tuple_modulo(test_tup1, test_tup2):
    # Use zip to pair elements from both tuples and apply modulo operation
    result = tuple(a % b for a, b in zip(test_tup1, test_tup2))
    return result

# Example usage:
test_tup1 = (10, 20, 30)
test_tup2 = (3, 5, 7)
print(tuple_modulo(test_tup1, test_tup2))  # Output: (1, 0, 2)","def tuple_modulo(test_tup1, test_tup2):
    # Use zip to pair elements from both tuples and apply modulo operation
    result = tuple(a % b for a, b in zip(test_tup1, test_tup2))
    return result

# Example usage:
test_tup1 = (10, 20, 30)
test_tup2 = (3, 5, 7)
print(tuple_modulo(test_tup1, test_tup2))  # Output: (1, 0, 2)",,,
mbpp,617,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def min_Jumps(steps, d):
    # Calculate the minimum number of jumps required
    return (d + steps - 1) // steps

# Example usage:
print(min_Jumps(3, 5))  # Output: 2
print(min_Jumps(4, 6))  # Output: 2
print(min_Jumps(5, 7))  # Output: 3","def min_Jumps(steps, d):
    # Calculate the minimum number of jumps required
    return (d + steps - 1) // steps

# Example usage:
print(min_Jumps(3, 5))  # Output: 2
print(min_Jumps(4, 6))  # Output: 2
print(min_Jumps(5, 7))  # Output: 3",,,
mbpp,618,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def div_list(nums1, nums2):
    # Check if both lists have the same length
    if len(nums1) != len(nums2):
        raise ValueError(""Both lists must have the same length."")
    
    # Use list comprehension to perform element-wise division
    result = [a / b for a, b in zip(nums1, nums2)]
    
    return result","def div_list(nums1, nums2):
    # Check if both lists have the same length
    if len(nums1) != len(nums2):
        raise ValueError(""Both lists must have the same length."")
    
    # Use list comprehension to perform element-wise division
    result = [a / b for a, b in zip(nums1, nums2)]
    
    return result",,,
mbpp,619,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def move_num(test_str):
    # Initialize two pointers, one for numbers and one for non-numbers
    num_ptr = 0
    non_num_ptr = 0
    
    # Iterate through the string
    while non_num_ptr < len(test_str):
        # If the current character is not a number, swap it with the number pointer
        if not test_str[non_num_ptr].isdigit():
            test_str[num_ptr], test_str[non_num_ptr] = test_str[non_num_ptr], test_str[num_ptr]
            num_ptr += 1
        non_num_ptr += 1
    
    return test_str

# Example usage:
print(move_num(""a1b2c3""))  # Output: ""abc123""","def move_num(test_str):
    # Initialize two pointers, one for numbers and one for non-numbers
    num_ptr = 0
    non_num_ptr = 0
    
    # Iterate through the string
    while non_num_ptr < len(test_str):
        # If the current character is not a number, swap it with the number pointer
        if not test_str[non_num_ptr].isdigit():
            test_str[num_ptr], test_str[non_num_ptr] = test_str[non_num_ptr], test_str[num_ptr]
            num_ptr += 1
        non_num_ptr += 1
    
    return test_str

# Example usage:
print(move_num(""a1b2c3""))  # Output: ""abc123""",,,
mbpp,620,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","from typing import List

def largest_subset(a: List[int]) -> int:
    # Sort the array to make it easier to find pairs
    a.sort()
    
    # Initialize variables to keep track of the maximum length of the subset
    max_length = 1
    current_length = 1
    
    # Iterate through the sorted array
    for i in range(1, len(a)):
        # Check if the current element is divisible by the previous element
        if a[i] % a[i - 1] == 0:
            # If it is, increase the current length of the subset
            current_length += 1
            # Update the maximum length if necessary
            max_length = max(max_length, current_length)
        else:
            # Reset the current length if the condition is not met
            current_length = 1
    
    return max_length","from typing import List

def largest_subset(a: List[int]) -> int:
    # Sort the array to make it easier to find pairs
    a.sort()
    
    # Initialize variables to keep track of the maximum length of the subset
    max_length = 1
    current_length = 1
    
    # Iterate through the sorted array
    for i in range(1, len(a)):
        # Check if the current element is divisible by the previous element
        if a[i] % a[i - 1] == 0:
            # If it is, increase the current length of the subset
            current_length += 1
            # Update the maximum length if necessary
            max_length = max(max_length, current_length)
        else:
            # Reset the current length if the condition is not met
            current_length = 1
    
    return max_length",,,
mbpp,622,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def get_median(arr1, arr2, n):
    # Merge the two arrays
    merged = sorted(arr1 + arr2)
    
    # Check if the number of elements is odd or even
    if n % 2 == 0:
        # If even, return the average of the two middle elements
        return (merged[n // 2 - 1] + merged[n // 2]) / 2
    else:
        # If odd, return the middle element
        return merged[n // 2]

# Example usage:
arr1 = [1, 3]
arr2 = [2, 4]
n = len(arr1)
print(get_median(arr1, arr2, n))  # Output: 2.5","def get_median(arr1, arr2, n):
    # Merge the two arrays
    merged = sorted(arr1 + arr2)
    
    # Check if the number of elements is odd or even
    if n % 2 == 0:
        # If even, return the average of the two middle elements
        return (merged[n // 2 - 1] + merged[n // 2]) / 2
    else:
        # If odd, return the middle element
        return merged[n // 2]

# Example usage:
arr1 = [1, 3]
arr2 = [2, 4]
n = len(arr1)
print(get_median(arr1, arr2, n))  # Output: 2.5",,,
mbpp,623,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def nth_nums(nums, n):
    return [num ** n for num in nums]","def nth_nums(nums, n):
    return [num ** n for num in nums]",,,
mbpp,624,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def is_upper(string):
    return string.isupper()","def is_upper(string):
    return string.isupper()",,,
mbpp,625,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def swap_List(newList):
    # Check if the list has at least two elements
    if len(newList) < 2:
        return newList  # Return the list as is if it's too short

    # Swap the first and last elements
    newList[0], newList[-1] = newList[-1], newList[0]

    return newList","def swap_List(newList):
    # Check if the list has at least two elements
    if len(newList) < 2:
        return newList  # Return the list as is if it's too short

    # Swap the first and last elements
    newList[0], newList[-1] = newList[-1], newList[0]

    return newList",,,
mbpp,626,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","import math

def triangle_area(r):
    # The largest triangle inscribed in a semicircle has its base equal to the diameter of the semicircle
    # and its height equal to the radius of the semicircle.
    base = 2 * r
    height = r
    
    # The area of a triangle is given by (1/2) * base * height
    area = 0.5 * base * height
    
    return area","import math

def triangle_area(r):
    # The largest triangle inscribed in a semicircle has its base equal to the diameter of the semicircle
    # and its height equal to the radius of the semicircle.
    base = 2 * r
    height = r
    
    # The area of a triangle is given by (1/2) * base * height
    area = 0.5 * base * height
    
    return area",,,
mbpp,627,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def find_First_Missing(array, start=0, end=None):
    if end is None:
        end = len(array) - 1
    
    # If the array is empty or the first element is not 0, return 0
    if start == end and array[start] != 0:
        return 0
    
    # Iterate through the array
    for i in range(start, end + 1):
        # If the current element is not equal to its index + start, return the index + start
        if array[i] != i + start:
            return i + start
    
    # If no missing number is found, return the next index
    return end + 1

# Example usage:
array = [0, 1, 2, 3, 4, 5, 6, 7, 9]
print(find_First_Missing(array))  # Output: 8","def find_First_Missing(array, start=0, end=None):
    if end is None:
        end = len(array) - 1
    
    # If the array is empty or the first element is not 0, return 0
    if start == end and array[start] != 0:
        return 0
    
    # Iterate through the array
    for i in range(start, end + 1):
        # If the current element is not equal to its index + start, return the index + start
        if array[i] != i + start:
            return i + start
    
    # If no missing number is found, return the next index
    return end + 1

# Example usage:
array = [0, 1, 2, 3, 4, 5, 6, 7, 9]
print(find_First_Missing(array))  # Output: 8",,,
mbpp,628,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def replace_spaces(string):
    return string.replace(' ', '%20')","def replace_spaces(string):
    return string.replace(' ', '%20')",,,
mbpp,629,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def Split(list):
    # Initialize two empty lists to store even and odd numbers
    even_numbers = []
    odd_numbers = []
    
    # Iterate through each number in the input list
    for num in list:
        # Check if the number is even
        if num % 2 == 0:
            even_numbers.append(num)
        else:
            odd_numbers.append(num)
    
    # Return a tuple containing the two lists
    return (even_numbers, odd_numbers)

# Example usage:
numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
even, odd = Split(numbers)
print(""Even numbers:"", even)
print(""Odd numbers:"", odd)","def Split(list):
    # Initialize two empty lists to store even and odd numbers
    even_numbers = []
    odd_numbers = []
    
    # Iterate through each number in the input list
    for num in list:
        # Check if the number is even
        if num % 2 == 0:
            even_numbers.append(num)
        else:
            odd_numbers.append(num)
    
    # Return a tuple containing the two lists
    return (even_numbers, odd_numbers)

# Example usage:
numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
even, odd = Split(numbers)
print(""Even numbers:"", even)
print(""Odd numbers:"", odd)",,,
mbpp,630,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def adjac(ele, sub=[]):
    x, y = ele
    # Generate all possible adjacent coordinates
    adjacent_coords = [
        (x + 1, y),  # Right
        (x - 1, y),  # Left
        (x, y + 1),  # Down
        (x, y - 1)   # Up
    ]
    
    # Add the current element to the list of adjacent elements
    adjacent_coords.append(ele)
    
    # Return the list of adjacent elements
    return adjacent_coords

# Example usage:
print(adjac((1, 2)))  # Output: [(1, 2), (1, 2), (1, 3), (1, 1)]
print(adjac((0, 0)))  # Output: [(0, 0), (0, 0), (1, 0), (0, 1)]","def adjac(ele, sub=[]):
    x, y = ele
    # Generate all possible adjacent coordinates
    adjacent_coords = [
        (x + 1, y),  # Right
        (x - 1, y),  # Left
        (x, y + 1),  # Down
        (x, y - 1)   # Up
    ]
    
    # Add the current element to the list of adjacent elements
    adjacent_coords.append(ele)
    
    # Return the list of adjacent elements
    return adjacent_coords

# Example usage:
print(adjac((1, 2)))  # Output: [(1, 2), (1, 2), (1, 3), (1, 1)]
print(adjac((0, 0)))  # Output: [(0, 0), (0, 0), (1, 0), (0, 1)]",,,
mbpp,631,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def replace_spaces(text):
    # Replace spaces with underscores
    text = text.replace(' ', '_')
    # Replace underscores with spaces
    text = text.replace('_', ' ')
    return text

# Example usage:
print(replace_spaces(""Hello World""))  # Output: ""Hello_World""
print(replace_spaces(""Hello_World""))  # Output: ""Hello World""","def replace_spaces(text):
    # Replace spaces with underscores
    text = text.replace(' ', '_')
    # Replace underscores with spaces
    text = text.replace('_', ' ')
    return text

# Example usage:
print(replace_spaces(""Hello World""))  # Output: ""Hello_World""
print(replace_spaces(""Hello_World""))  # Output: ""Hello World""",,,
mbpp,632,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def move_zero(num_list):
    # Initialize two pointers, one for the current position and one for the zero position
    current = 0
    zero_pos = 0
    
    # Iterate through the list
    while current < len(num_list):
        # If the current element is not zero, swap it with the element at the zero position
        if num_list[current] != 0:
            num_list[zero_pos], num_list[current] = num_list[current], num_list[zero_pos]
            zero_pos += 1
        # Move to the next element
        current += 1

# Example usage:
num_list = [0, 1, 0, 3, 12]
move_zero(num_list)
print(num_list)  # Output: [1, 3, 12, 0, 0]","def move_zero(num_list):
    # Initialize two pointers, one for the current position and one for the zero position
    current = 0
    zero_pos = 0
    
    # Iterate through the list
    while current < len(num_list):
        # If the current element is not zero, swap it with the element at the zero position
        if num_list[current] != 0:
            num_list[zero_pos], num_list[current] = num_list[current], num_list[zero_pos]
            zero_pos += 1
        # Move to the next element
        current += 1

# Example usage:
num_list = [0, 1, 0, 3, 12]
move_zero(num_list)
print(num_list)  # Output: [1, 3, 12, 0, 0]",,,
mbpp,633,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def pair_xor_Sum(arr, n):
    # Initialize the sum of XOR of all pairs
    total_xor_sum = 0
    
    # Iterate over each element in the array
    for i in range(n):
        # Iterate over the elements after the current one
        for j in range(i + 1, n):
            # Add the XOR of the current pair to the total sum
            total_xor_sum += arr[i] ^ arr[j]
    
    return total_xor_sum

# Example usage:
arr = [1, 2, 3, 4]
n = len(arr)
print(pair_xor_Sum(arr, n))  # Output: 8","def pair_xor_Sum(arr, n):
    # Initialize the sum of XOR of all pairs
    total_xor_sum = 0
    
    # Iterate over each element in the array
    for i in range(n):
        # Iterate over the elements after the current one
        for j in range(i + 1, n):
            # Add the XOR of the current pair to the total sum
            total_xor_sum += arr[i] ^ arr[j]
    
    return total_xor_sum

# Example usage:
arr = [1, 2, 3, 4]
n = len(arr)
print(pair_xor_Sum(arr, n))  # Output: 8",,,
mbpp,635,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def heap_sort(iterable):
    def heapify(arr, n, i):
        largest = i  # Initialize largest as root
        left = 2 * i + 1  # left = 2*i + 1
        right = 2 * i + 2  # right = 2*i + 2

        # See if left child of root exists and is greater than root
        if left < n and arr[i] < arr[left]:
            largest = left

        # See if right child of root exists and is greater than root
        if right < n and arr[largest] < arr[right]:
            largest = right

        # Change root, if needed
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]  # swap

            # Heapify the root.
            heapify(arr, n, largest)

    # Build a maxheap.
    n = len(iterable)
    for i in range(n // 2 - 1, -1, -1):
        heapify(iterable, n, i)

    # One by one extract elements
    for i in range(n - 1, 0, -1):
        iterable[i], iterable[0] = iterable[0], iterable[i]  # swap
        heapify(iterable, i, 0)

    return iterable","def heap_sort(iterable):
    def heapify(arr, n, i):
        largest = i  # Initialize largest as root
        left = 2 * i + 1  # left = 2*i + 1
        right = 2 * i + 2  # right = 2*i + 2

        # See if left child of root exists and is greater than root
        if left < n and arr[i] < arr[left]:
            largest = left

        # See if right child of root exists and is greater than root
        if right < n and arr[largest] < arr[right]:
            largest = right

        # Change root, if needed
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]  # swap

            # Heapify the root.
            heapify(arr, n, largest)

    # Build a maxheap.
    n = len(iterable)
    for i in range(n // 2 - 1, -1, -1):
        heapify(iterable, n, i)

    # One by one extract elements
    for i in range(n - 1, 0, -1):
        iterable[i], iterable[0] = iterable[0], iterable[i]  # swap
        heapify(iterable, i, 0)

    return iterable",,,
mbpp,637,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def noprofit_noloss(actual_cost, sale_amount):
    # Check if the actual cost equals the sale amount
    return actual_cost == sale_amount","def noprofit_noloss(actual_cost, sale_amount):
    # Check if the actual cost equals the sale amount
    return actual_cost == sale_amount",,,
mbpp,638,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","import math

def wind_chill(v, t):
    if v < 4.8 or t > 15:
        return t
    else:
        return 13.12 + 0.6215 * t - 11.37 * math.pow(v, 0.16) + 0.3965 * t * math.pow(v, 0.16)

# Example usage:
print(wind_chill(10, 5))  # Output: 5
print(wind_chill(20, 10)) # Output: 10","import math

def wind_chill(v, t):
    if v < 4.8 or t > 15:
        return t
    else:
        return 13.12 + 0.6215 * t - 11.37 * math.pow(v, 0.16) + 0.3965 * t * math.pow(v, 0.16)

# Example usage:
print(wind_chill(10, 5))  # Output: 5
print(wind_chill(20, 10)) # Output: 10",,,
mbpp,639,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def sample_nam(sample_names):
    # Filter out names that start with a lowercase letter
    filtered_names = [name for name in sample_names if not name[0].islower()]
    
    # Sum the lengths of the remaining names
    total_length = sum(len(name) for name in filtered_names)
    
    return total_length","def sample_nam(sample_names):
    # Filter out names that start with a lowercase letter
    filtered_names = [name for name in sample_names if not name[0].islower()]
    
    # Sum the lengths of the remaining names
    total_length = sum(len(name) for name in filtered_names)
    
    return total_length",,,
mbpp,640,passed,"{'libapi_analyzed': True, 'name_error': 0, 'attribute_error': 0, 'module_not_found': 0, 'total_libapi_errors': 0, 'libapi_details': []}","def remove_parenthesis(items):
    result = []
    for item in items:
        if '(' not in item:
            result.append(item)
        else:
            start = item.find('(')
            end = item.rfind(')')
            if start != -1 and end != -1:
                result.append(item[:start] + item[end+1:])
    return result","def remove_parenthesis(items):
    result = []
    for item in items:
        if '(' not in item:
            result.append(item)
        else:
            start = item.find('(')
            end = item.rfind(')')
            if start != -1 and end != -1:
                result.append(item[:start] + item[end+1:])
    return result",,,
